filename,category,label,split,asymmetry_score,edge_density,center_density,border_density,boundary_ratio,h_mean,h_std,s_mean,s_std,v_mean,v_std
01_02__hugging_happy__YVGY8LOK_frame_0002.jpg,DeepFakeDetection,fake,train,0.8765690376569037,0.020368303571428572,0.036830357142857144,0.01488095238095238,0.4040294340291043,16.05177774234694,9.354630806973903,107.72991071428571,32.303222770047476,139.7135084502551,37.54219529880218
01_02__hugging_happy__YVGY8LOK_frame_0003.jpg,DeepFakeDetection,fake,train,0.8860911270983214,0.009546396683673469,0.02415497448979592,0.00467687074829932,0.19361134655424253,16.1806640625,10.160036853156113,111.8756178252551,28.143753926962045,141.7578722895408,31.069802332764894
01_02__hugging_happy__YVGY8LOK_frame_0004.jpg,DeepFakeDetection,fake,train,0.966986155484558,0.009885204081632654,0.02965561224489796,0.0032950680272108845,0.11110736452299128,16.387794961734695,10.584577862958962,112.64712213010205,28.760392817246142,141.77840003188774,31.162774642138892
01_02__hugging_happy__YVGY8LOK_frame_0005.jpg,DeepFakeDetection,fake,train,0.9882697947214076,0.014748086734693877,0.03093112244897959,0.00935374149659864,0.30239572185927405,15.748565051020408,11.136697280658366,111.18000637755102,30.480648246686368,141.90991709183675,33.53795016497932
01_02__hugging_happy__YVGY8LOK_frame_0006.jpg,DeepFakeDetection,fake,train,0.8457556935817805,0.0223812181122449,0.04615752551020408,0.01445578231292517,0.3131768650133655,16.622767857142858,15.466558769506534,102.2083665497449,30.889559242749073,149.00526147959184,33.67753600223194
01_02__hugging_happy__YVGY8LOK_frame_0007.jpg,DeepFakeDetection,fake,train,0.9403409090909091,0.012615593112244899,0.025589923469387755,0.008290816326530613,0.3239748786888527,16.417530293367346,13.461941420016553,106.28455835459184,30.42384710473884,147.28822544642858,33.625667290172515
01_02__hugging_happy__YVGY8LOK_frame_0008.jpg,DeepFakeDetection,fake,train,0.8205689277899344,0.034458705357142856,0.004384566326530612,0.04448341836734694,10.14314117158443,16.07196667729592,12.020303899735724,125.1176458864796,36.541129104578665,120.47616390306122,37.83210180175616
01_02__hugging_happy__YVGY8LOK_frame_0009.jpg,DeepFakeDetection,fake,train,0.9637883008356546,0.012755102040816327,0.02311862244897959,0.009300595238095238,0.40228144982124175,16.266521843112244,9.706333326054736,117.4488600127551,31.903847482576463,141.18305564413265,34.3638228680158
01_02__hugging_happy__YVGY8LOK_frame_0010.jpg,DeepFakeDetection,fake,train,0.8831488314883149,0.046018016581632654,0.01411033163265306,0.05665391156462585,4.014781385587378,17.218989158163264,7.978161642893529,132.22694116709184,44.0547853874234,120.57256457270408,42.538038619565256
01_02__hugging_happy__YVGY8LOK_frame_0011.jpg,DeepFakeDetection,fake,train,0.9701492537313433,0.016621492346938774,0.03300382653061224,0.011160714285714286,0.33815400530472817,16.334422831632654,7.47842931317344,109.1528619260204,26.840076364258476,146.90573182397958,33.2255207667265
01_02__hugging_happy__YVGY8LOK_frame_0012.jpg,DeepFakeDetection,fake,train,0.9264531435349941,0.01526626275510204,0.034279336734693876,0.008928571428571428,0.2604575181881206,16.027403539540817,7.083347695500862,112.38474569515306,29.46845529356929,149.7346739477041,32.27023826913806
01_02__hugging_happy__YVGY8LOK_frame_0013.jpg,DeepFakeDetection,fake,train,0.9306122448979592,0.016880580357142856,0.03411989795918367,0.011134141156462584,0.32631442378162323,15.488261320153061,7.331136157271714,121.03136957908163,34.82311311867506,144.39373405612244,34.473459811878655
01_02__hugging_happy__YVGY8LOK_frame_0014.jpg,DeepFakeDetection,fake,train,0.9903474903474904,0.009984853316326531,0.019770408163265307,0.006723001700680272,0.3400365641720659,16.390465561224488,10.06752156234357,120.16302614795919,30.74235066879969,146.1981823979592,31.529051050625604
01_02__hugging_happy__YVGY8LOK_frame_0015.jpg,DeepFakeDetection,fake,train,0.9656804733727811,0.00785235969387755,0.025430484693877552,0.001992984693877551,0.07836682434656864,16.124481823979593,7.072711495455452,114.90290178571429,27.08972306710792,149.7672791772959,30.172146240865256
01_02__hugging_happy__YVGY8LOK_frame_0016.jpg,DeepFakeDetection,fake,train,0.9784735812133072,0.009446747448979591,0.01482780612244898,0.007653061224489796,0.5160942264194828,16.036910076530614,7.066488571630552,121.58838887117346,29.664254458409516,143.61973852040816,31.84005894615121
01_02__hugging_happy__YVGY8LOK_frame_0017.jpg,DeepFakeDetection,fake,train,0.9166666666666666,0.009068080357142858,0.03196747448979592,0.0014349489795918368,0.04488637642217995,16.625059789540817,6.9234051549325155,109.97265625,25.99686717827058,154.38962850765307,28.31374125915383
01_02__hugging_happy__YVGY8LOK_frame_0018.jpg,DeepFakeDetection,fake,train,0.9216589861751152,0.014130261479591837,0.024473852040816327,0.010682397959183673,0.4364642507897006,16.254743303571427,8.056414151114968,119.5960618622449,31.3880582345168,143.32732780612244,34.57471897162033
01_02__hugging_happy__YVGY8LOK_frame_0019.jpg,DeepFakeDetection,fake,train,0.975609756097561,0.0107421875,0.025271045918367346,0.005899234693877551,0.23342924878076746,15.99689094387755,7.686457115396616,110.84293287627551,28.13940360837853,152.46151546556123,30.90099103488524
01_02__hugging_happy__YVGY8LOK_frame_0020.jpg,DeepFakeDetection,fake,train,0.8548094373865699,0.028041294642857144,0.04958545918367347,0.020859906462585034,0.4206774753833046,21.362045599489797,18.246392111551312,73.25075733418367,21.01502124408765,128.8455038265306,45.714202520166886
01_02__hugging_happy__YVGY8LOK_frame_0021.jpg,DeepFakeDetection,fake,train,0.8843416370106761,0.004245057397959184,0.005978954081632653,0.003667091836734694,0.6132307684432087,16.089684311224488,6.474126199005293,120.02564971301021,29.958795971983704,148.37517936862244,30.69620206080781
01_02__meeting_serious__YVGY8LOK_frame_0000.jpg,DeepFakeDetection,fake,train,0.8631578947368421,0.02614795918367347,0.04902742346938776,0.018521471088435375,0.3777700724968194,45.48305963010204,48.537058151934545,73.78190768494898,32.913809956274875,116.65937898596938,57.01802761984764
01_02__meeting_serious__YVGY8LOK_frame_0001.jpg,DeepFakeDetection,fake,train,0.874113475177305,0.025011957908163265,0.054368622448979595,0.01522640306122449,0.28005350001304374,42.64901546556123,46.357012550754604,75.47737962372449,32.55372090890695,118.68245774872449,53.94423842600113
01_02__meeting_serious__YVGY8LOK_frame_0002.jpg,DeepFakeDetection,fake,train,0.9064171122994652,0.021544164540816327,0.05389030612244898,0.010762117346938776,0.19970043632799808,46.33490114795919,49.127210656331854,75.11106903698979,33.03430016648113,113.9520487882653,55.66626475985205
01_02__meeting_serious__YVGY8LOK_frame_0003.jpg,DeepFakeDetection,fake,train,0.8361581920903955,0.020806760204081634,0.04017857142857143,0.014349489795918368,0.3571339684751973,42.99360251913265,49.35109836796477,77.56885762117346,34.91797287555078,116.87420280612245,56.380845897539835
01_02__meeting_serious__YVGY8LOK_frame_0004.jpg,DeepFakeDetection,fake,train,0.8477064220183486,0.021643813775510203,0.04751275510204082,0.013020833333333334,0.2740434492152792,42.085080516581634,48.275884466589154,78.83767139668367,35.85587748147627,115.3726881377551,54.533571403249425
01_02__meeting_serious__YVGY8LOK_frame_0005.jpg,DeepFakeDetection,fake,train,0.8988015978695073,0.025051817602040817,0.040736607142857144,0.019823554421768707,0.4866155823107674,44.52381616709184,48.27609702284944,77.84095982142857,34.7474806783457,113.89343510841837,54.42688103699268
01_02__meeting_serious__YVGY8LOK_frame_0006.jpg,DeepFakeDetection,fake,train,0.8707165109034268,0.019591039540816327,0.04958545918367347,0.009592899659863945,0.1934580491890101,48.64604591836735,47.87171531856007,78.2242506377551,33.792291132265554,109.72054368622449,51.03400216585114
01_02__meeting_serious__YVGY8LOK_frame_0007.jpg,DeepFakeDetection,fake,train,0.9028436018957346,0.021603954081632654,0.03356186224489796,0.017617984693877552,0.5249249770572156,40.59825414540816,45.94552191321818,77.49400111607143,31.91630483118569,120.75440449617346,51.84453220065621
01_02__meeting_serious__YVGY8LOK_frame_0008.jpg,DeepFakeDetection,fake,train,0.8932038834951457,0.028280452806122448,0.05189732142857143,0.02040816326530612,0.3932335902885459,45.85780054209184,48.50488367752827,75.80951052295919,35.19081472655657,114.21851084183673,54.75053478109206
01_02__meeting_serious__YVGY8LOK_frame_0009.jpg,DeepFakeDetection,fake,train,0.8177842565597668,0.026167889030612245,0.05365114795918367,0.017006802721088437,0.31698270000348366,45.49653220663265,49.55463749589345,75.83765146683673,36.27013633771357,112.28663105867346,55.891894687363624
01_02__meeting_serious__YVGY8LOK_frame_0010.jpg,DeepFakeDetection,fake,train,0.8215488215488216,0.027104591836734693,0.05054209183673469,0.019292091836734693,0.38169591799117464,45.56899713010204,49.66305134528182,78.59757653061224,36.427935225456594,111.39947385204081,53.09660423323434
01_02__meeting_serious__YVGY8LOK_frame_0011.jpg,DeepFakeDetection,fake,train,0.9043927648578811,0.022520727040816327,0.04225127551020408,0.01594387755102041,0.3773495594851431,46.71709582270408,49.39049807934936,77.03413982780613,32.33108901312254,114.27555006377551,51.16323390486258
01_02__meeting_serious__YVGY8LOK_frame_0012.jpg,DeepFakeDetection,fake,train,0.9010526315789473,0.024135044642857144,0.048947704081632654,0.015864158163265307,0.32409761322400604,43.63671875,47.985606854452,77.95027503188776,33.19684009731466,117.87826849489795,50.29250507109255
01_02__meeting_serious__YVGY8LOK_frame_0013.jpg,DeepFakeDetection,fake,train,0.8908685968819599,0.023557079081632654,0.055963010204081634,0.012755102040816327,0.22791615529878623,43.985570790816325,46.95168462833073,75.3206712372449,32.72857841917759,116.25017936862245,52.79681993454348
01_02__meeting_serious__YVGY8LOK_frame_0014.jpg,DeepFakeDetection,fake,train,0.8383458646616542,0.018255739795918366,0.039381377551020405,0.011213860544217687,0.28474310698204996,42.73553093112245,47.40344696778847,77.70880500637755,32.46947593702313,119.60032684948979,50.7313655992936
01_02__meeting_serious__YVGY8LOK_frame_0015.jpg,DeepFakeDetection,fake,train,0.9461538461538461,0.0205875318877551,0.039381377551020405,0.014322916666666666,0.36368847076617283,41.33960459183673,44.84201894763755,78.49605389030613,33.418963969512355,121.44136639030613,49.83370454477508
01_02__meeting_serious__YVGY8LOK_frame_0016.jpg,DeepFakeDetection,fake,train,0.8881987577639752,0.018594547193877552,0.04544005102040816,0.009646045918367346,0.21227603019206537,42.213946906887756,45.79261614494557,75.71235251913265,31.339211749476664,117.69792330994898,54.65489998150559
01_02__meeting_serious__YVGY8LOK_frame_0017.jpg,DeepFakeDetection,fake,train,0.9059304703476483,0.02863919005102041,0.05022321428571429,0.021444515306122448,0.42697562542500733,45.920579559948976,49.51607745580483,77.01112085459184,34.39916062877622,116.07455755739795,59.168257154146055
01_02__meeting_serious__YVGY8LOK_frame_0018.jpg,DeepFakeDetection,fake,train,0.7267080745341614,0.0059590242346938774,0.011160714285714286,0.0042251275510204085,0.37853751161038834,60.6201171875,48.5851428359203,61.12372448979592,30.18422255256321,148.80721859056123,32.674978525598576
000_003_frame_0000.jpg,Deepfakes,fake,train,0.7781065088757396,0.03774713010204082,0.016900510204081634,0.04469600340136055,2.644497613625478,45.10146285076531,59.087439808648675,71.83099489795919,44.722349502861505,154.06020806760205,50.17472085652981
000_003_frame_0001.jpg,Deepfakes,fake,train,0.9025787965616046,0.037009725765306124,0.008131377551020409,0.04663584183673469,5.734588875658272,48.30054209183673,62.4035182957522,69.29854910714286,43.43901905433136,155.63835299744898,51.04372249567966
000_003_frame_0002.jpg,Deepfakes,fake,train,0.84,0.043068399234693876,0.02256058673469388,0.049904336734693876,2.21191609089949,47.638392857142854,60.275586640580045,66.58027742346938,46.614279318709066,157.33569834183675,53.93936436632514
000_003_frame_0003.jpg,Deepfakes,fake,train,0.8983957219251337,0.04458306760204082,0.025829081632653062,0.0508343962585034,1.9680308015070758,50.091816804846935,63.082324494138504,66.87302694515306,44.82433027536981,157.8436503507653,52.60521762465135
000_003_frame_0004.jpg,Deepfakes,fake,train,0.8954081632653061,0.03712930484693878,0.011479591836734694,0.04567920918367347,3.9788200672296994,50.74384167729592,62.74320992238096,67.48985570790816,44.741026179114115,159.14829799107142,52.75250742017182
000_003_frame_0005.jpg,Deepfakes,fake,train,0.9079903147699758,0.037388392857142856,0.01905293367346939,0.04350021258503401,2.2830043040195687,45.50356744260204,60.58965631620384,70.83037707270408,45.66434723069123,156.9571906887755,50.24957245747262
000_003_frame_0006.jpg,Deepfakes,fake,train,0.9392523364485982,0.035634566326530615,0.012675382653061224,0.043287627551020405,3.414824933559959,50.34442761479592,63.06040523391936,69.5364915497449,45.67556194709731,158.75241151147958,51.63235126575094
000_003_frame_0007.jpg,Deepfakes,fake,train,0.9230769230769231,0.04041772959183673,0.015465561224489796,0.04873511904761905,3.150999006194844,53.185766103316325,63.969526778217556,67.69367825255102,47.147181263644356,156.79534040178572,54.30501987079068
000_003_frame_0008.jpg,Deepfakes,fake,train,0.893491124260355,0.03790656887755102,0.014269770408163265,0.04578550170068027,3.208341273186606,49.213647959183675,62.8424926638429,70.89512914540816,43.488921298427215,155.70053411989795,49.78621151660819
000_003_frame_0009.jpg,Deepfakes,fake,train,0.8062283737024222,0.036232461734693876,0.013552295918367346,0.04379251700680272,3.231134129334206,46.225605867346935,62.64609871542702,71.92964764030613,44.29864119912543,154.23194355867346,47.671565714081794
000_003_frame_0010.jpg,Deepfakes,fake,train,0.8651026392961877,0.03786670918367347,0.01020408163265306,0.047087585034013606,4.614131148480783,42.173828125,60.01915847120511,74.49328364158163,46.28741457048689,153.77849968112244,46.462437049191294
000_003_frame_0011.jpg,Deepfakes,fake,train,0.8847736625514403,0.034060108418367346,0.011559311224489796,0.041560374149659865,3.5950912862637137,46.30375079719388,62.472582878965994,71.00376674107143,43.90448950826447,156.94750478316325,48.345609786644694
000_003_frame_0012.jpg,Deepfakes,fake,train,0.8503401360544218,0.038384885204081634,0.01403061224489796,0.04650297619047619,3.314157730333887,43.388751594387756,60.220656948806365,71.08996332908163,45.31800017320833,154.7225566007653,48.964898025511516
000_003_frame_0013.jpg,Deepfakes,fake,train,0.8969465648854962,0.03521603954081633,0.0052614795918367345,0.045200892857142856,8.589276607791392,48.299824617346935,62.09863976156884,67.64963329081633,43.3894625346892,156.18468989158163,49.395230750810704
000_003_frame_0014.jpg,Deepfakes,fake,train,0.9310344827586207,0.03964046556122449,0.022321428571428572,0.04541347789115646,2.0344326669403303,56.69716597576531,65.69624950178633,64.96980628188776,42.83398259445281,156.42677774234693,51.49444159107364
000_003_frame_0015.jpg,Deepfakes,fake,train,0.8275862068965517,0.04165338010204082,0.028619260204081634,0.045998086734693876,1.6071861823301636,78.65336017219387,72.51586268307328,60.400370695153065,41.68530890299783,150.99170918367346,54.246683379405106
001_870_frame_0000.jpg,Deepfakes,fake,train,0.9441340782122905,0.01504703443877551,0.0,0.020062712585034014,20062.712585034016,22.529157366071427,16.354746870324576,73.45246731505102,22.251004367516746,122.99272560586735,58.525474395664034
001_870_frame_0001.jpg,Deepfakes,fake,train,0.9606003752345216,0.007952008928571428,0.0,0.010602678571428572,10602.678571428572,22.49509725765306,20.25540680857767,76.98850047831633,25.211599081614647,114.94152582908163,59.7655776788499
001_870_frame_0002.jpg,Deepfakes,fake,train,0.8852459016393442,0.008569834183673469,0.0,0.011426445578231293,11426.445578231294,22.226622289540817,20.87004539050919,80.63351004464286,28.401172277546888,114.70125159438776,59.95810043210057
001_870_frame_0003.jpg,Deepfakes,fake,train,0.9310344827586207,0.009606186224489796,0.0,0.012808248299319728,12808.248299319728,20.895727040816325,18.2844708940257,78.31853874362245,27.19470193845885,118.21912866709184,60.82972508902695
001_870_frame_0004.jpg,Deepfakes,fake,train,0.7907801418439716,0.009167729591836735,0.0,0.012223639455782313,12223.639455782313,22.31381536989796,19.66123970565197,77.14768016581633,26.013377798686502,115.91191007653062,59.48047637305785
001_870_frame_0005.jpg,Deepfakes,fake,train,0.971830985915493,0.010582748724489796,0.00031887755102040814,0.01400403911564626,43.77937454808388,21.632114955357142,18.095735418744486,79.62976323341837,27.938569721531657,113.72474888392857,58.47395415456172
001_870_frame_0006.jpg,Deepfakes,fake,train,0.9534246575342465,0.008091517857142858,0.0007174744897959184,0.01054953231292517,14.683238532131808,20.16729113520408,19.585805825240925,79.21450494260205,28.650784148158042,114.90923947704081,57.065816278464574
001_870_frame_0007.jpg,Deepfakes,fake,train,0.8742857142857143,0.01175860969387755,0.001992984693877551,0.015013818027210885,7.529555303664166,19.220822704081634,15.842214209039616,77.88905054209184,25.987023713272123,113.77377630739795,60.42754260493101
001_870_frame_0008.jpg,Deepfakes,fake,train,0.8466898954703833,0.008848852040816327,7.971938775510203e-05,0.011771896258503401,145.83728377894363,17.86200573979592,16.761355882364445,86.0609056122449,30.32177425991349,112.43823740433673,61.09954947904682
001_870_frame_0009.jpg,Deepfakes,fake,train,0.9130434782608696,0.014170121173469387,0.0013552295918367347,0.018441751700680274,13.597809553546687,16.846878985969386,14.798333832446875,84.27000956632654,27.303199126208977,118.75089684311224,62.773878156216895
001_870_frame_0010.jpg,Deepfakes,fake,train,0.9627507163323782,0.011997767857142858,0.0,0.015997023809523808,15997.02380952381,17.05173788265306,19.35422257004885,88.35662468112245,35.02294214314846,108.42940848214286,61.83238746744574
001_870_frame_0011.jpg,Deepfakes,fake,train,0.9264069264069263,0.014349489795918368,0.0,0.01913265306122449,19132.65306122449,15.076690051020408,13.97698980306389,86.86824378188776,28.805730132759813,112.59293287627551,61.33941773450877
001_870_frame_0012.jpg,Deepfakes,fake,train,0.9380530973451328,0.00843032525510204,0.0011160714285714285,0.010868409863945579,9.729377715662007,15.87533880739796,18.672056983060028,89.42713647959184,28.454279786440683,110.79187260841837,58.71107480399809
001_870_frame_0013.jpg,Deepfakes,fake,train,0.8951310861423221,0.014130261479591837,0.0,0.018840348639455783,18840.348639455784,16.269312021683675,18.638468127869285,86.33049665178571,25.92890131859493,115.29791135204081,61.136582312468896
001_870_frame_0014.jpg,Deepfakes,fake,train,0.9182058047493403,0.007573341836734694,0.0,0.01009778911564626,10097.78911564626,15.4482421875,16.613084325614185,91.70382254464286,33.83519148892517,108.5311503507653,61.53180294187791
001_870_frame_0015.jpg,Deepfakes,fake,train,0.9432314410480349,0.014668367346938776,0.0,0.0195578231292517,19557.8231292517,16.406509088010203,18.952017273837754,84.68309550382654,27.04373417830619,116.44441565688776,61.733449872920865
001_870_frame_0016.jpg,Deepfakes,fake,train,0.9391304347826087,0.010722257653061224,0.0015943877551020409,0.013764880952380952,8.627921900717203,16.21356823979592,13.568559819818434,88.82965959821429,31.230374928453134,107.33512037627551,58.70625643507167
001_870_frame_0017.jpg,Deepfakes,fake,train,0.9605263157894737,0.011878188775510204,0.0,0.015837585034013606,15837.585034013606,15.632792570153061,16.611068566288093,89.43907445790816,30.401139910350878,111.99318399234694,62.30444848834992
001_870_frame_0018.jpg,Deepfakes,fake,train,0.9302325581395349,0.008011798469387755,0.0015943877551020409,0.01015093537414966,6.3626759962818,16.391840720663264,13.47459360217453,91.0709303252551,32.78674297588532,112.20093271683673,61.008831255467435
002_006_frame_0000.jpg,Deepfakes,fake,train,0.8625,0.023238201530612245,0.006696428571428571,0.028752125850340135,4.293009704201633,31.54783163265306,49.22442026863168,107.64024633290816,29.179006886666418,125.02008928571429,52.07331119029315
002_006_frame_0001.jpg,Deepfakes,fake,train,0.9257142857142857,0.026825573979591837,0.011160714285714286,0.03204719387755102,2.871171314478794,35.65662866709184,52.802018087799624,106.43327487244898,29.04531757135957,124.12127311862245,52.66272027199859
002_006_frame_0002.jpg,Deepfakes,fake,train,0.8957055214723927,0.02658641581632653,0.006138392857142857,0.03340242346938776,5.440672106611619,33.412767059948976,51.15289226335611,109.61090959821429,30.287799210450313,122.40690768494898,52.96616207440659
002_006_frame_0003.jpg,Deepfakes,fake,train,0.8048780487804879,0.02574936224489796,0.006855867346938775,0.03204719387755102,4.673736891214379,30.206871811224488,49.5822195725438,111.40957828443878,29.02447992990779,125.32505580357143,51.92959506089808
002_006_frame_0004.jpg,Deepfakes,fake,train,0.8639240506329113,0.027303890306122448,0.008290816326530613,0.03364158163265306,4.057202946598441,31.8369140625,49.60959880991083,111.47570551658163,29.57191866325272,125.65684789540816,52.71004122188396
002_006_frame_0005.jpg,Deepfakes,fake,train,0.9371584699453552,0.025450414540816327,0.012037627551020409,0.029921343537414966,2.485444741155631,32.488301179846935,50.61066681323676,110.43901466836735,28.774094753372527,126.75741390306122,53.67399133828227
002_006_frame_0006.jpg,Deepfakes,fake,train,0.8494623655913979,0.027224170918367346,0.00701530612244898,0.03396045918367347,4.840219139671727,34.84101961096939,51.53741404557505,112.888671875,30.636303789378942,122.4976881377551,54.20556299005258
002_006_frame_0007.jpg,Deepfakes,fake,train,0.8936170212765957,0.024553571428571428,0.010602678571428572,0.029203869047619048,2.754126207324727,34.896484375,52.336515898953394,112.69925860969387,30.19057962317888,123.16328523596938,53.963453123758974
002_006_frame_0008.jpg,Deepfakes,fake,train,0.9556313993174061,0.0196109693877551,0.00741390306122449,0.023676658163265307,3.1931176938886865,34.10267857142857,50.863538508301396,112.57959980867346,29.456128496903176,123.57045200892857,55.0313224223042
002_006_frame_0009.jpg,Deepfakes,fake,train,0.8534201954397393,0.027104591836734693,0.010283801020408163,0.03271152210884354,3.1805692734292053,33.60550860969388,50.88496912504468,111.90860172193878,30.681083086569345,123.67785395408163,54.08327039063964
002_006_frame_0010.jpg,Deepfakes,fake,train,0.9016393442622951,0.02076690051020408,0.007254464285714286,0.025271045918367346,3.4830363603505026,34.18901466836735,51.84977552926081,111.9736328125,31.298714618252962,121.75025908801021,53.68078189815739
002_006_frame_0011.jpg,Deepfakes,fake,train,0.8596491228070176,0.022799744897959183,0.00821109693877551,0.02766262755102041,3.3685217986656077,30.558095503826532,49.380942601973224,111.09809470663265,29.63597945500726,124.38616071428571,53.25466277185087
002_006_frame_0012.jpg,Deepfakes,fake,train,0.802547770700637,0.022999043367346938,0.007573341836734694,0.02814094387755102,3.7152988977960635,32.223752391581634,50.802584594494625,111.0083306760204,30.029586056076877,123.20324457908163,53.20902705616335
002_006_frame_0013.jpg,Deepfakes,fake,train,0.8119122257053292,0.021364795918367346,0.00940688775510204,0.025350765306122448,2.694628801494187,30.106285873724488,48.40853935440076,113.1082987882653,30.137660980617994,123.93303571428571,52.48411730567513
002_006_frame_0014.jpg,Deepfakes,fake,train,0.8553921568627451,0.025450414540816327,0.00940688775510204,0.030798256802721087,3.2736632923813027,34.60600685586735,50.86361592391149,109.4478834502551,29.52282189797114,125.07441804846938,55.01439038808792
000_003_frame_0000.jpg,Face2Face,fake,train,0.8120481927710843,0.04005899234693878,0.03196747448979592,0.042756164965986394,1.3374477715423616,50.511599170918366,63.068613880326915,67.16055484693878,38.432223010235454,157.78218670280611,50.511864663155556
000_003_frame_0001.jpg,Face2Face,fake,train,0.8787128712871287,0.03256536989795918,0.013472576530612245,0.0389296343537415,2.88933189085263,49.84608179209184,65.89695476541323,69.4053730867347,36.99187707935931,157.9452527104592,48.26620398467394
000_003_frame_0002.jpg,Face2Face,fake,train,0.8056206088992974,0.03844467474489796,0.02415497448979592,0.04320790816326531,1.7887048266886272,44.12603635204081,63.33750899712123,70.91240832270408,35.91197464028036,154.2109972895408,47.185079250080825
000_003_frame_0003.jpg,Face2Face,fake,train,0.8586723768736617,0.03979990433673469,0.02822066326530612,0.04365965136054422,1.5470261603686752,50.436802455357146,67.14388172431742,70.46663743622449,36.45835457238248,155.8829121492347,47.701964547105554
000_003_frame_0004.jpg,Face2Face,fake,train,0.8398876404494382,0.03326291454081633,0.025510204081632654,0.03584715136054422,1.4051532513258813,47.26807637117347,65.39079428371697,70.93417171556122,36.44568530981437,162.38175621811226,46.096053959118045
000_003_frame_0005.jpg,Face2Face,fake,train,0.8136645962732919,0.035853794642857144,0.02694515306122449,0.03882334183673469,1.4407749317137768,48.12230947066327,64.7245140804532,70.2436822385204,37.35209231846852,159.68478954081633,47.46027067514204
000_003_frame_0006.jpg,Face2Face,fake,train,0.917960088691796,0.03419961734693878,0.02303890306122449,0.037919855442176874,1.64583398382413,55.04922672193877,67.42222589889012,67.33942522321429,37.29920739519726,161.97217793367346,49.54941728895479
000_003_frame_0007.jpg,Face2Face,fake,train,0.8207343412526997,0.03372130102040816,0.028300382653061226,0.03552827380952381,1.2553547028092242,49.21404655612245,66.30603935532706,70.62051578443878,35.81713796037788,160.9700852997449,46.1318830283025
000_003_frame_0008.jpg,Face2Face,fake,train,0.7946708463949843,0.03932158801020408,0.031568877551020405,0.04190582482993197,1.3273990297303984,49.90752551020408,64.72836641052645,68.50183354591837,37.15662300475786,158.73152503188774,48.58007743164065
